acc. date,type,reg.,operator,fat.,location,Unnamed: 6,dmg,Unnamed: 8,Unnamed: 9
5 Sep 1995,Dassault Falcon 20F,5N-EPN,Aerocontractors Company of Nigeria,0.0,Lagos-Murtala Muhammed International Airport (LOS),,sub,,
6 Sep 1995,Boeing 737-4Q8,N405KW,Carnival Air Lines,0.0,"Miami International Airport, FL (MIA)",,sub,,
6 Sep 1995,Britten-Norman BN-2A Islander,VP-LMG,unknown,0.0,Montserrat ?,,w/o,,
9 Sep 1995,CASA C-212 Aviocar 200,FAC-1152,SATENA,22.0,8 km from La Macarena Airport (LMC),,w/o,,
11 Sep 1995,Antonov An-26B,YA-BAO,Ariana Afghan Airlines,3.0,near Jalalabad Airport (JAA),,w/o,,
13 Sep 1995,Antonov An-32B,CR861,Sri Lanka Air Force,75.0,off Ja-Ela,,w/o,,
15 Sep 1995,Tupolev Tu-134A,RA-65027,Kaliningradavia,0.0,Saint Petersburg-Pulkovo Airport (LED),,sub,,
15 Sep 1995,McDonnell Douglas MD-11,EI-CDJ,Garuda Indonesia Airways,0.0,near waypoint GURKA,,min,,
15 Sep 1995,Antonov An-2T,SP-EGC,Aeroklub Pomorski,,Wilcze Gardlo,,sub,,
15 Sep 1995,Fokker 50,9M-MGH,Malaysia Airlines,34.0,Tawau Airport (TWU),,w/o,,
16 Sep 1995,Swearingen SA226-TC Metro II,N169GA,Grand Aire Express,0.0,"South Bend Regional, IN (SBN)",,sub,,
16 Sep 1995,Boeing 767-332ER,N172DN,Delta Air Lines,0.0,Hamburg-FuhlsbÃ¼ttel Airport (HAM),,sub,,
16 Sep 1995,Fairchild SA227-AC Metro III,VH-NEJ,Tamair,2.0,"0,5 km ESE Tamworth Airport, NSW (TMW)",,w/o,,
16 Sep 1995,Britten-Norman BN-2A Trislander Mk.III-2,N127LB,Air Saint Thomas,0.0,Saint Thomas-Cyril E. King Airport (STT),,w/o,,
18 Sep 1995,Antonov An-2R,Z3-BGE,Aviotransport Macedonia,2.0,Skopje,,w/o,,
19 Sep 1995,Boeing 707-3J9C,EP-SHE,"Kish Air, lsf Saha Air",0.0,Ovda Airport (VDA),,non,,
20 Sep 1995,de Havilland Canada DHC-3 Otter,C-FGCV,Walsten Air Service,6.0,"Salvesen Lake, ON",,sub,,
21 Sep 1995,Antonov An-24RV,BNMAU-10103,MIAT - Mongolian Airlines,42.0,Choho Geologloh Uul,,w/o,,
22 Sep 1995,Learjet 36A,HB-VFS,Executive Jet Aviation,0.0,In Amenas Airport (IAM),,w/o,,
22 Sep 1995,Boeing E-3A Sentry (707-300B),77-0354,United States Air Force - USAF,24.0,"ca 2 km NE of Anchorage-Elmendorf AFB, AK (EDF)",,w/o,,
25 Sep 1995,Cessna 208B Grand Caravan,PT-MEQ,Brasil Central,2.0,"Gruenerwinkel Mountain, Guabiruba, SC",,w/o,,
27 Sep 1995,de Havilland Canada DHC-3T Vazar Turbine Otter,C-FEBX,Western StraitsÂ Air,8.0,"13 km NW of Campbell River, BC",,w/o,,
3 Oct 1995,CASA/Nurtanio NC-212-A4 Aviocar 100,PK-ZAG,Sabang Merauke Raya Air Charter,1.0,Gunung Antara,,w/o,,
11 Oct 1995,Morane Saulnier MS.760B Paris II,117,L'ArmÃ©e de L'Air,4.0,ca 15 km N of Cahors,,w/o,,
12 Oct 1995,Grumman American G-1159 Gulfstream II,N635AV,The Air Group Inc.,0.0,"Cleveland-Hopkins International Airport, OH (CLE)",,sub,,
13 Oct 1995,McDonnell Douglas DC-9-31,N945AX,Airborne Express,0.0,"Cedar Rapids, IA",,sub,,
16 Oct 1995,McDonnell Douglas DC-9-32,EC-BIR,Binter Canarias,0.0,"Arrecife Airport, Lanzarote, Canary Islands",,sub,,
17 Oct 1995,Boeing 747-422,N191UA,United Airlines,0.0,Pacific Ocean,,non,,
18 Oct 1995,Dornier 228-212K,9M-PEQ,"Air Maldives, lsf Pelangi Air",0.0,Male International Airport (MLE),,w/o,,
19 Oct 1995,McDonnell Douglas DC-10-30ER,C-GCPF,Canadian Airlines International,0.0,"Vancouver International Airport, BC (YVR)",,sub,,
21 Oct 1995,Beechcraft 200 Super King Air,ZS-MGR,"United Nations WFP, lsf Balmoral Air Service",5.0,near Marunga,,w/o,,
22 Oct 1995,Transall C-160D,50+43,Luftwaffe,7.0,"off Ponta Delgada-Nordela Airport, Azores (PDL)",,w/o,,
22 Oct 1995,de Havilland Canada DHC-6 Twin Otter 300,ET-AIO,Ethiopian Airlines,0.0,Bole,,w/o,,
23 Oct 1995,Boeing 747-121 (SCD),N613FF,Tower Air,0.0,"Miami International Airport, FL (MIA)",,sub,,
25 Oct 1995,Antonov An-32,RA-48981,MAP Ufa Motors,7.0,1 km from Ufa Airport (UFA),,w/o,,
31 Oct 1995,Cessna 208B Grand Caravan,XA-SVM,Transportes AÃ©reos de Coahuila - TACSA,9.0,16 km from Piedras Negras Airport (PDS),,w/o,,
31 Oct 1995,lyushin Il-76TD,RA-76783,Aeroflot,0.0,Rostov Airport (ROV),,sub,,
1 Nov 1995,Boeing 747-122,N4714U,United Airlines,0.0,Pacific Ocean,,non,,
1 Nov 1995,Fokker F-28 Fellowship 1000,C-FCRK,Canadian Regional Airlines,0.0,"Calgary International Airport, AB (YYC)",,sub,,
1 Nov 1995,Antonov An-24B,UN-47710,Kazakhstan Airlines,0.0,Shymkent,,w/o,,
3 Nov 1995,Boeing B-17G,N3703G,Private,0.0,"Fayetteville, NC",,sub,,
4 Nov 1995,Sud Aviation SE-210 Caravelle 10B3,HK-3962X,Americana Colombia,0.0,near Cabu San Lucas,,w/o,,
6 Nov 1995,Beechcraft A100 King Air,C-FJFH,Northern Thunderbird Air,0.0,"Mosque Airstrip, BC",,sub,,
7 Nov 1995,Boeing 737-232 (Adv),N312DL,Delta Air Lines,0.0,"Pensacola, FL",,non,,
8 Nov 1995,Fokker F-27 Friendship 400M,TC-72,Lineas AÃ©reas del Estado - LADE,53.0,"30 km SE of Villa Dolores, CD",,w/o,,
9 Nov 1995,Boeing 747-200,,Olympic Airways,0.0,Athens-Ellinikon International Airport (ATH),,non,,
12 Nov 1995,British Aerospace ATP,G-BTTO,Manx Airlines (Europe),0.0,Belfast City Airport (BHD/EGAC),,sub,,
12 Nov 1995,McDonnell Douglas DC-9-83 (MD-83),N566AA,American Airlines,0.0,"East Granby, CT",,sub,,
13 Nov 1995,Boeing 737-2F9,5N-AUA,Nigeria Airways,11.0,Kaduna Airport (KAD),,w/o,,
15 Nov 1995,Lockheed L-1329 JetStar 731,XA-MIK,TAESA,0.0,Guadalajara International Airport (GDL),,w/o,,
18 Nov 1995,Antonov An-2T,YV-860C,Comeravia,,Urumano,,w/o,,
18 Nov 1995,Shaanxi Y-8D,CR871,Sri Lanka Air Force,5.0,3 km from Jaffna-Palaly Airport (JAF/VCCJ),,w/o,,
22 Nov 1995,Antonov An-32B,CR862,Sri Lanka Air Force,63.0,13 km off Jaffna,,w/o,,
22 Nov 1995,Antonov An-12TB,RA-11008,"United Nations - UN, lsf KIT Space & Transport Air",0.0,Huambo Airport (NOV),,w/o,,
23 Nov 1995,Airbus A340-312,A4O-LB,Gulf Air,0.0,London-Heathrow Airport (LHR),,sub,,
23 Nov 1995,Boeing 757-236,G-BIKG,British Airways,0.0,London-Heathrow Airport (LHR),,sub,,
25 Nov 1995,Boeing 737-522,N953UA,United Airlines,0.0,"Portland, OR",,non,,
26 Nov 1995,Beechcraft 200C Super King Air,EB-002,EjÃ©rcito Boliviano,6.0,UncÃ­a Airport,,w/o,,
28 Nov 1995,Antonov An-2R,RA-07419,Yenisei Airline,0.0,Makovskoye Airfield,,w/o,,
28 Nov 1995,Fairchild FH-227B,PP-BUJ,TABA - Transportes AÃ©reos da Bacia AmazÃ´nica,3.0,"near SantarÃ©m Airport, PA (STM)",,w/o,,
28 Nov 1995,Airbus A310-304,OK-WAA,CSA Czech Airlines,0.0,Near Dhahran,,min,,
30 Nov 1995,Boeing 707-323C,4K-401,Azerbaijan Airlines,2.0,9 km from Baku Airport (BAK),,w/o,,
2 Dec 1995,Boeing 737-2A8,VT-ECS,Indian Airlines,0.0,Delhi-Indira Gandhi International Airport (DEL),,w/o,,
3 Dec 1995,Boeing 737-2K9,TJ-CBE,Cameroon Airlines,71.0,"1,7 km S of Douala Airport (DLA)",,w/o,,
5 Dec 1995,Antonov An-2R,RA-17725,KotlasAvia,0.0,Verkhnyaya Toyma,,w/o,,
5 Dec 1995,Tupolev Tu-134B-3,4K-65703,Azerbaijan Airlines,52.0,"3,8 km from Nakhichevan Airport (NAJ)",,w/o,,
6 Dec 1995,Fokker F-27 Friendship 100,RP-C6888,Laoag International Airline,0.0,Mactan-Cebu International Airport (CEB),,sub,,
6 Dec 1995,Antonov An-26,,Federal Border Guard Aviation Command,0.0,4 km from Anadyr,,w/o,,
7 Dec 1995,Beechcraft 1900D,F-OHRK,Air St. Martin,20.0,ca 30 km S of Port-au-Prince Airport (PAP),,w/o,,
7 Dec 1995,Tupolev Tu-154B,RA-85164,Khabarovsk United Air,98.0,50 km W of Grossevichi,,w/o,,
12 Dec 1995,Cessna 208B Super Cargomaster,N987FE,"West Air, Inc. opf FedEx",0.0,"Sacramento, CA",,sub,,
13 Dec 1995,Antonov An-24V,YR-AMR,"Banat Air, lsf Romavia",49.0,"1,5 km from Verona Airport (VRN)",,w/o,,
14 Dec 1995,Rockwell 1121 Jet Commander,N503U,American Air Network,2.0,17 km N of Guatemala City-La Aurora Airport (GUA),,w/o,,
15 Dec 1995,Swearingen SA226-AT Merlin IV,N31AT,Air Transport Inc.,0.0,"Detroit-Metropolitan Wayne County Airport, MI (DTW)",,sub,,
18 Dec 1995,Beechcraft 200 Super King Air,N231RL,Western Airways Inc.,0.0,"Ingleside-McCampbell-Porter Airport, TX (IWS)",,w/o,,
18 Dec 1995,Lockheed L-188C Electra,9Q-CRR,Trans Service Airlift,141.0,"near Cahungula, Lunda Norte",,w/o,,
19 Dec 1995,McDonnell Douglas DC-10-30,YV-137C,VIASA,0.0,Atlantic Ocean,,min,,
20 Dec 1995,Boeing 757-223,N651AA,American Airlines,159.0,Buga,,w/o,,
20 Dec 1995,Boeing 747-136,N605FF,Tower Air,0.0,"New York-John F. Kennedy International Airport, NY (JFK)",,sub,,
20 Dec 1995,Boeing 707-323C,OD-AGD,Trans Mediterranean Airways (TMA),1.0,Over Chiba Prefecture,,non,,
21 Dec 1995,Antonov An-24RV,RA-46473,Kuban Airlines,0.0,Krasnodar Airport (KRR),,w/o,,
22 Dec 1995,Britten-Norman BN-2A-21Â Islander,P2-NAM,Islands Nationair,2.0,Begesin Airstrip,,w/o,,
23 Dec 1995,Antonov An-74-200,RA-74058,Gazpromavia,0.0,Novy Urengoy Airport (NUX),,sub,,
23 Dec 1995,CASA C-212-M Aviocar 100,212,EjÃ©rcito de Chile,1.0,Rancagua,,w/o,,
26 Dec 1995,Airbus A300B4-620 ?,,Saudi Arabian Airlines,0.0,Asmara International Airport (ASM),,non,,
27 Dec 1995,Antonov An-2TP,RA-32366,Komi Avia,0.0,Novy Bor Airstrip,,sub,,
27 Dec 1995,Antonov An-2TP,RA-96244,Sakha Avia,0.0,Tiksi Airport (IKS),,w/o,,
29 Dec 1995,Antonov An-24B,RA-46401,Saransk Flight Unit,0.0,Saransk,,sub,,
29 Dec 1995,Boeing 737-232,N306DL,Delta Air Lines,0,"Atlanta Hartsfield-Jackson International Airport, GA (ATL/KATL)",,sub,,
30 Dec 1995,Cessna 560 Citation V,N991PC,Iowa Packing Company,2,"0,4 km from Eagle River Airport, WI (EGV)",,w/o,,
30 Dec 1995,BAC One-Eleven 525FT,YR-BCO,Tarom,0,Istanbul-AtatÃ¼rk Airport (IST),,w/o,,
30 Dec 1995,ATR 42-300,N4202G,Mahalo Air,0,"Honolulu, HI",,non,,
31 Dec 1995,Cessna 550 Citation II,N91MJ,"Moran Foods, Inc.",2,"ca 9 km N of Marco Island Airport, FL (MRK)",,w/o,,
2 Jan 1996,Cessna 560 Citation Ultra,VR-BQB,Jet Aviation,0,Augsburg Airport (AGB),,sub,,
2 Jan 1996,Saab 2000,HB-IZA,Crossair,0,GenÃ¨ve-Cointrin Airport (GVA),,min,,
4 Jan 1996,Convair CV-440F SCD,N358SA,Salair,0,"Spokane International Airport, WA (GEG)",,w/o,,
4 Jan 1996,Beechcraft B100 King Air,N924WS,West Star Aviation,0,"Miles City Municipal Airport, MT (MLS)",,sub,,
6 Jan 1996,Airbus A321-131,,TransAsia Airways,0,Tainan Airport (TNN),,non,,
6 Jan 1996,Learjet 60,XA-ICA,ICA,0,"Aspen Airport, CO (ASE)",,sub,,
6 Jan 1996,Antonov An-32B,OB-1604,Imperial Air,0,Chachapoyas Airport (CHH),,w/o,,
7 Jan 1996,McDonnell Douglas DC-9-32,N922VV,Valujet Airlines,0,"Nashville International Airport, TN (BNA)",,sub,,
8 Jan 1996,Britten-Norman BN-2A-27Â Islander,J8-VAK,Mustique Airways,1,"30 km SW off Bridgetown, Barbados",,w/o,,
8 Jan 1996,Antonov An-32B,RA-26222,"African Air, lsf Moscow Airlines",0+237,Kinshasa-N'Dolo Airport (NLO),,w/o,,
17 Jan 1996,Airbus A300B4-605R,N7076A,American Airlines,0,"Atlantic Ocean, AO",,min,,
18 Jan 1996,British Aerospace BAe-125-700B,5N-AXO,Nigerian Government,14,"7,3 km from Kano-Aminu Kano International Airport (KAN)",,w/o,,
19 Jan 1996,Boeing 747SP-44,ZS-SPE,South African Airways (SAA),0,near Makir,,non,,
23 Jan 1996,McDonnell Douglas MD-11,PP-SPE,VASP - ViaÃ§Ã£o AÃ©rea SÃ£o Paulo,0,"Miami International Airport, FL (MIA)",,sub,,
23 Jan 1996,Boeing 747-243B,I-DEML,Alitalia,0,"Miami International Airport, FL (MIA)",,sub,,
24 Jan 1996,IAI 1123 Westwind,LV-WJU,Flymell,0,"Buenos Aires-Jorge Newbery Airport, BA (AEP)",,min,,
24 Jan 1996,Dassault Falcon 10,N191MC,Masco Corporation,0,"Detroit-Metropolitan Wayne County Airport, MI (DTW)",,w/o,,
25 Jan 1996,Swearingen SA227-AC Metro III,LV-AOR,Transportes AÃ©reos NeuquÃ©n - TAN,0,"RincÃ³n de Los Sauces Airport, NE (RDS)",,w/o,,
28 Jan 1996,Boeing 757-2T7,G-BYAM,Britannia Airways,1,"Near MÃ¡lagaâCosta del Sol Airport, Churriana, MÃ¡laga",,non,,
28 Jan 1996,Douglas DC-8-55F,Z-WSB,Affretair,0,Harare Airport (HRE),,w/o,,
29 Jan 1996,Cessna 208 Caravan I,ZK-SFA,Sounds Air,5,18 km NE of Blenheim,,w/o,,
xx Jan 1996,Douglas DC-3D,5Y-BIL,Branton Air Service,,Nairobi-Wilson Airport (WIL),,w/o,,
1 Feb 1996,McDonnell Douglas DC-9-32,N903VJ,Valujet Airlines,0,"Nashville, TN",,sub,,
4 Feb 1996,Antonov An-32B,UR-48008,Ukraine Air Alliance,0,Luremo Airstrip,,sub,,
4 Feb 1996,Cessna 500 Citation I,PT-KPA,TÃ¡xi AÃ©reo Weston,0,"Fazenda Matary, MA",,w/o,,
4 Feb 1996,Douglas DC-8-55F,HK-3979X,LÃ­neas AÃ©reas del Caribe - LAC Colombia,4+18,2 km N of AsunciÃ³n-Silvio Pettirossi International Airport (ASU),,w/o,,
4 Feb 1996,Mcdonnell Douglas MD-88,N957DL,Delta Air Lines,0,"Denver, CO",,sub,,
5 Feb 1996,Convair C-131E (CV-440),N131T,Business Air Connection,4,"ca 1km SE of Saint Johns Municipal Airport, AZ (SJN)",,w/o,,
6 Feb 1996,Cessna 500 Citation I,XA-SLQ,AÃ©rotaxi Cachanilla,8,near Ensenada Airport (ESE),,w/o,,
6 Feb 1996,Boeing 757-225,TC-GEN,"Alas Nacionales, lsf Birgenair",189,"26 km NE off Puerto Plata, Dominican Republic",,w/o,,
7 Feb 1996,Beechcraft 1900D,N159YV,Liberty Airlines,0,"Bradford, PA",,sub,,
9 Feb 1996,Pilatus Britten-Norman BN-2B-20Â Islander,JA5322,Nagasaki Airways,0,near Kawatana,,w/o,,
12 Feb 1996,GAF Nomad N.24A,N224E,Haiti Express Airways,10,Port-au-Prince-Mais Gate Airport (PAP),,w/o,,
14 Feb 1996,Shorts 330-200,OY-MUB,Muk Air Taxi,0,Bornholm-RÃ¸nne Airport (RNN),,sub,,
15 Feb 1996,Swearingen SA226-TC Metro II,XA-SJY,Aero Sudpacifico,0,Morelia Airport (MLM),,sub,,
16 Feb 1996,de Havilland Canada DHC-6 Twin Otter 300,TG-JAK,AVCOM - Aviones Comerciales De Guatemala,2,"El Zapotal, CobÃ¡n, Alta Verapaz",,w/o,,
19 Feb 1996,Cessna 550 Citation II,D-CASH,"Alp-Air Luftfahrt Verwaltungs-GmbH, lsf Private Wings",10,near Freilassing,,w/o,,
19 Feb 1996,McDonnell Douglas DC-9-32,N10556,Continental Air Lines,0,"Houston-Intercontinental Airport, TX (IAH)",,sub,,
20 Feb 1996,Boeing 767-332,N125DL,Delta Air Lines,0,"Portland, OR",,non,,
20 Feb 1996,Airbus A300B4-605R,N11060,American Airlines,0,"New York-John F. Kennedy International Airport, NY (JFK)",,min,,
20 Feb 1996,Boeing 757-222,N524UA,United Airlines,0,FAI,,sub,,
22 Feb 1996,Antonov An-24RV,YR-BMK,Autoritatea Aeronautica Civila Romana,8+2,8 km E of Baia Mare Airport (BAY),,w/o,,
24 Feb 1996,Cessna 208 Caravan I,3010,South African Air Force - SAAF,0,near Bulwer,,w/o,,
24 Feb 1996,Antonov An-12BP,RA-11403,Sakha Avia,0,22 km NW of Omsk,,sub,,
25 Feb 1996,Antonov An-24RV,XU-314,Kampuchea Airlines,0,Ban Lung-Ratanakiri Airport (RBE),,w/o,,
26 Feb 1996,Lockheed C-130H Hercules,,Al Quwwat al-Jawwiya As-Sudaniya (Sudanese Air Force),91,near Jabal Awliya,,w/o,,
27 Feb 1996,Antonov An-12BP,ER-ACE,Aero Tropical,8,35 km from Lukapa,,w/o,,
27 Feb 1996,Fokker F-27 Friendship 600,PK-JFH,Sempati Air Transport,0,Palangkaraya-Tjilik Riwut Airport (PKY),,min,,
29 Feb 1996,Boeing 737-222,OB-1451,Faucett PerÃº,123,"6,3 km W of Arequipa-Rodriguez Ballon Airport (AQP)",,w/o,,
2 Mar 1996,Learjet 25D,PT-LSD,Madrid TÃ¡xi AÃ©reo,9,"11 km ENE of SÃ£o Paulo-Guarulhos International Airport, SP (GRU)",,w/o,,
4 Mar 1996,Swearingen SA226-TC Metro II,OY-BJT,Jetair,0,Aarhus-Tirstrup Airport (AAR),,sub,,
8 Mar 1996,Boeing 767-375ER,C-FOCA,Canadian Airlines International,0,"Halifax International Airport, NS (YHZ)",,sub,,
8 Mar 1996,Boeing 727,,Kibris TÃ¼rk Hava Yollari,0,MÃ¼nchen-Franz Josef Strauss Airport (MUC),,non,,
9 Mar 1996,de Havilland Canada DHC-6 Twin Otter 200,N245GW,Carson Helicopters,3,near Bagua,,mis,,
10 Mar 1996,CASA/Nurtanio NC-212-CC4 Aviocar 200,PK-NCU,Merpati Nusantara Airlines,0,Soroako Airport (SQR),,sub,,
10 Mar 1996,Boeing 737-4Q8,B-2960,Hainan Airlines,0,Zhuhai Airport (ZUH),,non,,
11 Mar 1996,Antonov An-26,ST-FAR,Farnas Aviation Services,0,El Obeid Airport (EBD),,w/o,,
15 Mar 1996,Lockheed L-1011-385-1 TriStar 100,G-BBAJ,Caledonian Airways,0,London-Gatwick Airport (LGW/EGKK),,non,,
17 Mar 1996,IRMA/Pilatus Britten-Norman BN-2A-21Â Islander,N904WA,Wagner Foundation,0,near NjarÃ°vÃ­k,,w/o,,
20 Mar 1996,Antonov An-26,,Al Quwwat al-Jawwiya As-Sudaniya (Sudanese Air Force),,Kuli Papa,,w/o,,
20 Mar 1996,Boeing 737-2P6 Adv,EI-CLK,Air South Airlines,0,"Jacksonville International Airport, FL (JAX/KJAX)",,sub,,
20 Mar 1996,McDonnell Douglas DC-8-62,N803AX,ABX Air,0,"Wilmington, OH",,sub,,
23 Mar 1996,Boeing 757-222,N503UA,United Airlines,0,"Taos, NM",,non,,
24 Mar 1996,unknown,,Sudan Airways,0,Asmara International Airport (ASM),,non,,
24 Mar 1996,Vickers 808C Viscount,G-OPFE,British World Airways,0,Belfast International Airport (BFS),,w/o,,
26 Mar 1996,Pilatus Britten-Norman BN-2A-21Â Islander,PK-VIW,Dirgantara Air Service,0,Datadawai Airport (DTD),,sub,,
26 Mar 1996,Tupolev Tu-154M,EP-ITS,Iran Airtour,0,Mashhad Airport (MHD),,sub,,
27 Mar 1996,Airbus A320-231,,EgyptAir,0,Derna-Martuba Airport (DNF),,non,,
27 Mar 1996,Boeing 727-225 Adv. (F),N468FE,Federal Express,0,"Memphis, TN",,sub,,
30 Mar 1996,Douglas C-47B-20-DK (DC-3),HK-2497,LANC Colombia - Lineas AÃ©reas Norte de Colombia,0,near Villavicencio,,w/o,,
31 Mar 1996,Cessna 500 Citation I,N727TK,TKA Express,0,"Salt Lake City International Airport, UT (SLC)",,sub,,
1 Apr 1996,Douglas DC-6B,N861TA,Woods Air Fuel,0,"Beluga, AK",,sub,,
1 Apr 1996,Canadair CL-600 Challenger 600S,N999TF,Pal-waukee Aviation,0,"Raleigh, NC",,sub,,
2 Apr 1996,Cessna 208B Grand Caravan,C-FLAQ,Labrador Airways,0,"Nain Airport, NL (YDP)",,sub,,
2 Apr 1996,de Havilland Canada DHC-6 Twin Otter 200,RP-C1154,Pacific Airways,0,Manila International Airport (MNL),,w/o,,
2 Apr 1996,Boeing 737-3Y0,EI-BZF,Philippine Air Lines,0,Manila International Airport (MNL),,sub,,
3 Apr 1996,Boeing T-43A (737-200),73-1149,United States Air Force - USAF,35,3 km N of Dubrovnik Airport (DBV),,w/o,,
4 Apr 1996,British Aerospace ATP,,Biman Bangladesh Airlines,0,Barisal Airport (BZL),,non,,
5 Apr 1996,Xian Yunshuji Y-7H,5T-MAF,Force AÃ©rienne de la RÃ©publique Islamique de Mauritanie,8,off Nouadhibou,,w/o,,
5 Apr 1996,Dornier 228-212,B-12257,Formosa Airlines,6,"1,6 km off Matsu Airport (MFK)",,w/o,,
5 Apr 1996,Ilyushin Il-76TD,RA-76752,Krasnoyarskie Avialinii,20,40 km from Petropavlovsk-Kamchatsky,,w/o,,
7 Apr 1996,Boeing 757-223,N653A,American Airlines,0,Atlantic Ocean,,non,,
7 Apr 1996,Britten-Norman BN-2A-21Â Islander,VH-HIA,Island Air Gold Coast,0,"Currumbin, QLD",,w/o,,
7 Apr 1996,de Havilland Canada DHC-6 Vista Liner 300,N143SA,Dolphin Express Airlines,0,Virgin Gorda Airport (VIJ),,w/o,,
12 Apr 1996,Swearingen SA226-TC Metro II,LV-WNY,Alas del Sur,0,"Comodoro Rivadavia Airport, CB (CRD)",,min,,
14 Apr 1996,de Havilland Canada DHC-3 Otter,C-FVVY,Propair,0,"Kuujjuarapik Airport, QC (YGW)",,sub,,
16 Apr 1996,Fokker F-27 Friendship 500,PK-MFW,Merpati Nusantara Airlines,0,Kupang-El Tari Airport (KOE),,sub,,
19 Apr 1996,Swearingen SA226-TC Metro II,VH-UUK,Jetcraft Aviation,0,"Bankstown Airport, NSW (BWU)",,sub,,
20 Apr 1996,Antonov An-2TP,RA-33631,Cherskoye Aviation Enterprise,,near Anadyrsky Liman,,w/o,,
23 Apr 1996,Antonov An-2R,RA-84646,Voronezh Avia,0,"Zhuravka, Verhnemamonsky district",,sub,,
23 Apr 1996,Cessna 208B Super Cargomaster,N776FE,Mountain Air Cargo Inc.,0,"Washington, DC",,sub,,
24 Apr 1996,Reims Cessna F406 Caravan II,5H-TZD,Tanzanair - Tanzania Air Services,1,"Palapala hills, Morogoro",,w/o,,
24 Apr 1996,Dassault Falcon 20F,RP-C1980,Bangko Sentral Ng Pilipinas,0,Davao-Mati Airport (DVO),,w/o,,
25 Apr 1996,British Aerospace BAe-748-352 Srs. 2B SCD,9N-ABR,Royal Nepal Airlines,0,Meghauli Airport (MEY),,w/o,,
27 Apr 1996,de Havilland Canada DHC-6 Twin Otter 100,N716NC,Freefall Express,0+1,"Raeford, NC",,non,,
30 Apr 1996,Britten-Norman BN-2A-21 Defender,XU-MLB,Royal Cambodian Air Force,0,Preah Vihear province,,w/o,,
1 May 1996,Boeing 727-2B6,PP-LBY,Fly Linhas AÃ©reas,0,Quito-Mariscal Sucre Airport (UIO),,w/o,,
1 May 1996,Rockwell Sabreliner 75A,N773W,United States Department of Agriculture,0,"Albuquerque International Airport, NM (ABQ)",,sub,,
2 May 1996,Beechcraft 1900D,N154ZV,Mesa Airlines,0,"Denver, CO",,sub,,
3 May 1996,Fairchild SA227-AC Metro III,N670PA,PenAir - Peninsula Airways,0,"St. George Island Airport, AK (STG)",,sub,,
3 May 1996,Antonov An-24RV,ST-FAG,Federal Airlines,53,near Haj Yousif,,w/o,,
5 May 1996,Douglas DC-3C,C-GCZG,Aviation Boreal,0,"Kenty Lake, QC",,w/o,,
9 May 1996,de Havilland Canada DHC-3 Otter,C-GDOB,Buffalo Narrows Airways,2,"55 km E of Terrace, BC",,w/o,,
10 May 1996,de Havilland Canada DHC-6 Twin Otter 200,XA-SWJ,Aero Servicios Empresariales,17,Santa Maria de Otaez,,w/o,,
11 May 1996,Britten-Norman BN-2A-20Â Islander,P2-ISD,Milne Bay Air,1,near Umba,,w/o,,
11 May 1996,Antonov An-32B,FAP-326,Fuerza AÃ©rea del Peru - FAP,,near Andoas,,w/o,,
11 May 1996,McDonnell Douglas DC-9-32,N904VJ,ValuJet Airlines,110,"Everglades, FL",,w/o,,
12 May 1996,Beechcraft 300LW Super King Air,OE-FEM,Airlink Luftverkehrs GmbH,4,35 km NE of Linz,,w/o,,
13 May 1996,Fokker 100,G-UKFG,Air UK,0,Newcastle Airport (NCL/EGNT),,non,,
14 May 1996,Douglas DC-9-15,XA-SNR,LÃ­neas AÃ©reas Allegro,0,Tampico-Gen F Javier Mina Airport (TAM),,w/o,,
15 May 1996,Airbus A300B4-622R,JA8377,Japan Air System,0,Tokyo-Haneda Airport (HND),,sub,,
15 May 1996,Beechcraft 200 Super King Air,N1865D,R & B Leasing,2,Treasure Cay Airport (TCB),,w/o,,
15 May 1996,Lockheed C-130H Hercules,TC-67,Fuerza AÃ©rea Argentina - FAA,0,"Tandil Airport, BA (TDL)",,w/o,,
16 May 1996,McDonnell Douglas MD-11F,N614FE,Federal Express,0,"Anchorage, AK",,sub,,
17 May 1996,de Havilland Canada DHC-8-103,VH-JSI,National Jet Systems,0,"near Broome, WA",,sub,,
17 May 1996,Swearingen SA226-TC Metro II,N229AM,Airvantage,0,"Fargo-Hector Field, ND (FAR)",,sub,,
17 May 1996,Airbus A300B4-203,TC-ALP,Air Alfa,0,Istanbul-AtatÃ¼rk Airport (IST),,w/o,,
18 May 1996,Let L-410UVP-E9D,VT-ETB,Archana Airways,0,Kanpur Airport (KNU),,w/o,,
19 May 1996,Britten-Norman BN-2A-26Â Islander,G-BEDZ,Loganair,1,"1,5 km S of Lerwick/Tingwall Airport, Shetland Islands (LWK)",,w/o,,
19 May 1996,Embraer C-95A Bandeirante (EMB-110K1),2295,ForÃ§a AÃ©rea Brasileira - FAB,4,"Caravelas Airport, BA (CRQ)",,w/o,,
19 May 1996,British Aerospace BAe-146-200,G-JEAS,Jersey European Airways - JEA,0,Exeter Airport,,non,,
21 May 1996,Beechcraft 99C,N216CS,Cape Smythe Air Service,0,"Barrow, AK",,sub,,
25 May 1996,McDonnell Douglas MD-11F,HL7373,Korean Air,0,"Los Angeles, CA",,sub,,
28 May 1996,Tupolev Tu-154M,LZ-MIR,Varna International Airways,0,Leipzig Airport (LEJ),,sub,,
